,Group.1,alb.x,bic.x,lob.x,lyr.x,mac.x,mic.x,mon.x,mue.x,pri.x,sin.x,ste.x,stemar.x,mar.x,alb.y,bic.y,lob.y,lyr.y,mac.y,mic.y,mon.y,mue.y,pri.y,sin.y,mar.y,ste.y,stemar.y,colnum,species,state,site,lat,long,sp,hyb,,
135,SYST-MOR-0006836,1.00E-05,1.00E-05,1.00E-05,1.00E-05,2.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0,0.99989,0,2.00E-05,2.00E-05,1.00E-05,1.00E-05,2.00E-05,1.30E-05,1.60E-05,2.00E-05,2.00E-05,1.00E-05,1.00E-05,0.99989,0.9999,MO_PSP_MG924_MG,Quercus stellata Wangenh.,Missouri,Prairie State Park ,37.53224684,-94.57492438,ste,pure,1.00E+00,pure
137,SYST-MOR-0006838,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0,0.999886,0,2.00E-05,2.00E-05,2.00E-05,2.10E-05,2.00E-05,1.80E-05,1.00E-05,2.00E-05,1.10E-05,1.00E-05,1.00E-05,0.99989,0.9999,MO_PSP_MG926_MG,Quercus stellata Wangenh.,Missouri,Prairie State Park ,37.5327569,-94.57466924,ste,pure,1.00E+00,pure
140,SYST-MOR-0006841,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.20E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0,0.99989,0,2.00E-05,2.00E-05,2.00E-05,2.00E-05,2.00E-05,1.90E-05,1.70E-05,2.40E-05,1.40E-05,0.002709,0.99989,1.00E-05,0.9999,OK_RRC_107_MG,Quercus margaretiae Ashe ex Small,Oklahoma,Red Rock Canyon Adventure Park ,35.435972,-98.355532,mar,pure,1.00E+00,pure
143,SYST-MOR-0006844,0,1.00E-05,1.00E-05,1.00E-05,0.99989,0,1.00E-05,2.00E-05,1.00E-05,1.00E-05,1.00E-05,2.00E-05,1.00E-05,0,1.00E-05,1.00E-05,1.00E-05,0.99989,0,1.00E-05,2.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,2.00E-05,OK_RRC_109_MG,Quercus macrocarpa Michx.,Oklahoma,Red Rock Canyon Adventure Park ,35.435378,-98.354117,mac,pure,1.00E+00,pure
144,SYST-MOR-0006845,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0,0.99989,0,2.00E-05,2.00E-05,2.00E-05,2.00E-05,2.90E-05,1.00E-05,2.00E-05,2.00E-05,1.50E-05,1.20E-05,0.99989,1.00E-05,0.9999,OK_RRC_110_MG,Quercus margaretiae Ashe ex Small,Oklahoma,Red Rock Canyon Adventure Park ,35.4352,-98.353772,mar,pure,1.00E+00,pure
145,SYST-MOR-0006846,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0,0.99989,0,2.00E-05,2.00E-05,2.00E-05,2.00E-05,2.00E-05,1.70E-05,1.80E-05,2.00E-05,1.00E-05,0.009776,0.99989,1.00E-05,0.9999,OK_RRC_111_MG,Quercus margaretiae Ashe ex Small,Oklahoma,Red Rock Canyon Adventure Park ,35.435951,-98.353643,mar,pure,1.00E+00,pure
146,SYST-MOR-0006847,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0,0.99989,0,2.00E-05,2.00E-05,2.80E-05,2.00E-05,3.00E-05,1.00E-05,0.001923,2.00E-05,1.30E-05,1.10E-05,0.99989,1.00E-05,0.9999,OK_RRC_112_MG,Quercus margaretiae Ashe ex Small,Oklahoma,Red Rock Canyon Adventure Park ,35.43638,-98.353536,mar,pure,1.00E+00,pure
151,SYST-MOR-0006852,1.00E-05,1.20E-05,1.00E-05,2.00E-05,0.999876,1.00E-05,1.70E-05,1.00E-05,1.00E-05,0,0,1.00E-05,0,1.00E-05,1.20E-05,1.00E-05,2.00E-05,0.999876,1.00E-05,1.70E-05,1.00E-05,1.00E-05,0,0,0,1.00E-05,OK_RRC_117_MG,Quercus macrocarpa Michx.,Oklahoma,Red Rock Canyon Adventure Park ,35.450242,-98.352764,mac,pure,1.00E+00,pure
152,SYST-MOR-0006853,1.00E-05,2.00E-05,1.00E-05,1.00E-05,0.99989,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0,0,1.00E-05,1.00E-05,1.00E-05,2.00E-05,1.00E-05,1.00E-05,0.99989,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0,1.00E-05,0,1.00E-05,OK_RRC_118_MG,Quercus macrocarpa Michx.,Oklahoma,Red Rock Canyon Adventure Park ,35.456636,-98.35433,mac,pure,1.00E+00,pure
153,SYST-MOR-0006854,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.99989,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,2.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.99989,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,2.00E-05,OK_RRC_119_MG,Quercus macrocarpa Michx.,Oklahoma,Red Rock Canyon Adventure Park ,35.457221,-98.353656,mac,pure,1.00E+00,pure
155,SYST-MOR-0006856,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0,0.99989,0,2.00E-05,2.00E-05,2.00E-05,2.00E-05,2.50E-05,1.60E-05,1.00E-05,2.00E-05,0.002778,0.002195,0.99989,1.80E-05,0.9999,OK_RRC_121_MG,Quercus margaretiae Ashe ex Small,Oklahoma,Red Rock Canyon Adventure Park ,35.436058,-98.355746,mar,pure,1.00E+00,pure
156,SYST-MOR-0006857,0,1.00E-05,1.00E-05,1.00E-05,0.99989,0,1.00E-05,0,0,0,0,1.00E-05,0,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.9999,1.00E-05,1.00E-05,2.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,2.00E-05,OK_TGP_122_MG,Quercus macrocarpa Michx.,Oklahoma,Tallgrass Prairie Preserve ,36.845101,-96.426448,mac,pure,1.00E+00,pure
157,SYST-MOR-0006858,1.30E-05,1.00E-05,1.00E-05,2.00E-05,0.999887,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0,0,1.00E-05,0,1.30E-05,1.00E-05,1.00E-05,2.00E-05,0.999887,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0,0,0,1.00E-05,OK_TGP_123_MG,Quercus macrocarpa Michx.,Oklahoma,Tallgrass Prairie Preserve ,36.845784,-96.426594,mac,pure,1.00E+00,pure
158,SYST-MOR-0006859,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0,0.99989,0,2.00E-05,1.40E-05,2.00E-05,1.20E-05,2.00E-05,1.00E-05,1.00E-05,2.00E-05,1.80E-05,1.00E-05,1.00E-05,0.99989,0.9999,OK_TGP_124_MG,Quercus stellata Wangenh.,Oklahoma,Tallgrass Prairie Preserve ,36.845564,-96.428413,ste,pure,1.00E+00,pure
159,SYST-MOR-0006860,1.00E-05,1.00E-05,2.50E-05,1.00E-05,1.20E-05,1.00E-05,1.00E-05,0.999883,1.00E-05,1.00E-05,0,1.00E-05,0,1.00E-05,1.00E-05,2.50E-05,1.00E-05,1.20E-05,1.00E-05,1.00E-05,0.999883,1.00E-05,1.00E-05,0,0,1.00E-05,OK_TGP_125_MG,Quercus muehlenbergii Engelm.,Oklahoma,Tallgrass Prairie Preserve ,36.845779,-96.428592,mue,pure,1.00E+00,pure
160,SYST-MOR-0006861,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.9999,1.00E-05,1.00E-05,0,0,1.00E-05,0,2.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.9999,1.00E-05,1.00E-05,0,0,1.00E-05,1.00E-05,0,2.00E-05,OK_TGP_126_MG,Quercus macrocarpa Michx.,Oklahoma,Tallgrass Prairie Preserve ,36.846022,-96.428747,mac,pure,1.00E+00,pure
161,SYST-MOR-0006862,0,1.00E-05,1.00E-05,1.00E-05,0.999,0,1.00E-05,0.00092,1.00E-05,1.00E-05,0,1.00E-05,0,0,1.00E-05,1.00E-05,1.00E-05,0.999,0,1.00E-05,0.00092,1.00E-05,1.00E-05,0,0,1.00E-05,OK_TGP_127_MG,Quercus macrocarpa Michx.,Oklahoma,Tallgrass Prairie Preserve ,36.846654,-96.429275,mac,pure,9.99E-01,pure
163,SYST-MOR-0006864,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0,0.99989,0,2.00E-05,2.00E-05,1.00E-05,2.00E-05,2.00E-05,1.60E-05,1.00E-05,2.00E-05,1.00E-05,1.40E-05,1.00E-05,0.99989,0.9999,OK_TGP_129_MG,Quercus stellata Wangenh.,Oklahoma,Tallgrass Prairie Preserve ,36.846825,-96.429918,ste,pure,1.00E+00,pure
165,SYST-MOR-0006866,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.99989,1.00E-05,1.00E-05,2.00E-05,1.00E-05,0,0,1.00E-05,0,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.99989,1.00E-05,1.00E-05,2.00E-05,1.00E-05,0,0,0,1.00E-05,OK_TGP_131_MG,Quercus macrocarpa Michx.,Oklahoma,Tallgrass Prairie Preserve ,36.844363,-96.426753,mac,pure,1.00E+00,pure
166,SYST-MOR-0006867,1.40E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0,0,0.999886,0,2.00E-05,2.00E-05,2.00E-05,1.00E-05,2.00E-05,2.00E-05,1.00E-05,2.00E-05,1.00E-05,1.00E-05,0.370963,0,0.9999,OK_TGP_132_MG,Quercus stellata Wangenh.,Oklahoma,Tallgrass Prairie Preserve ,36.855211,-96.423107,mar,pure,1.00E+00,pure
167,SYST-MOR-0006868,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0,0.99989,0,2.00E-05,2.00E-05,3.00E-05,2.00E-05,2.00E-05,1.30E-05,1.00E-05,2.00E-05,1.00E-05,1.10E-05,1.00E-05,0.99989,0.9999,OK_TGP_133_MG,Quercus stellata Wangenh.,Oklahoma,Tallgrass Prairie Preserve ,36.84763,-96.422002,ste,pure,1.00E+00,pure
168,SYST-MOR-0006869,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.99989,1.00E-05,1.00E-05,0,1.00E-05,0,1.00E-05,2.00E-05,1.00E-05,1.00E-05,2.00E-05,1.00E-05,1.00E-05,0.99989,1.00E-05,1.00E-05,1.00E-05,1.00E-05,2.00E-05,OK_TGP_134_MG,Quercus muehlenbergii Engelm.,Oklahoma,Tallgrass Prairie Preserve ,36.846,-96.428886,mue,pure,1.00E+00,pure
169,SYST-MOR-0006870,1.00E-05,2.00E-05,1.00E-05,1.00E-05,0.99989,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0,1.00E-05,0,1.00E-05,2.00E-05,1.00E-05,1.00E-05,0.99989,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0,0,1.00E-05,TN_BCP_148_MG,Quercus macrocarpa Michx.,Tennessee,Bledsoe Creek State Park ,36.375797,-86.357923,mac,pure,1.00E+00,pure
170,SYST-MOR-0006871,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.99989,1.00E-05,0,0,1.00E-05,0,1.00E-05,2.00E-05,1.00E-05,2.00E-05,2.00E-05,1.00E-05,1.00E-05,0.99989,1.00E-05,1.00E-05,1.00E-05,0,1.00E-05,TN_BCP_149_MG,Quercus muehlenbergii Engelm.,Tennessee,Bledsoe Creek State Park ,36.375636,-86.357897,mue,pure,1.00E+00,pure
171,SYST-MOR-0006872,1.90E-05,1.00E-05,1.00E-05,1.00E-05,0.999879,1.00E-05,1.00E-05,0,0,1.00E-05,1.20E-05,2.20E-05,1.00E-05,1.90E-05,1.00E-05,1.00E-05,1.00E-05,0.999879,1.00E-05,1.00E-05,0,0,1.00E-05,1.00E-05,1.20E-05,2.20E-05,TN_BCP_150_MG,Quercus macrocarpa Michx.,Tennessee,Bledsoe Creek State Park ,36.375555,-86.357897,mac,pure,1.00E+00,pure
172,SYST-MOR-0006873,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.99989,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0,1.00E-05,0,2.00E-05,2.70E-05,2.80E-05,2.00E-05,0.9999,1.00E-05,1.00E-05,2.00E-05,1.00E-05,1.30E-05,1.00E-05,1.00E-05,2.00E-05,TN_BCP_151_MG,Quercus macrocarpa Michx.,Tennessee,Bledsoe Creek State Park ,36.376501,-86.352131,mac,pure,1.00E+00,pure
173,SYST-MOR-0006874,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0,0,0.999889,1.00E-05,0,0,1.00E-05,0,1.00E-05,1.00E-05,2.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.9999,1.00E-05,1.00E-05,1.00E-05,1.00E-05,2.00E-05,TN_BCP_152_MG,Quercus muehlenbergii Engelm.,Tennessee,Bledsoe Creek State Park ,36.376675,-86.352078,mue,pure,1.00E+00,pure
174,SYST-MOR-0006875,1.00E-05,1.00E-05,1.00E-05,2.00E-05,0.999885,1.00E-05,1.00E-05,1.00E-05,1.20E-05,0,0,1.30E-05,0,1.00E-05,1.00E-05,1.00E-05,2.00E-05,0.999885,1.00E-05,1.00E-05,1.00E-05,1.20E-05,0,0,0,1.30E-05,TN_BCP_153_MG,Quercus macrocarpa Michx.,Tennessee,Bledsoe Creek State Park ,36.376798,-86.35191,mac,pure,1.00E+00,pure
175,SYST-MOR-0006876,1.70E-05,1.00E-05,1.00E-05,1.00E-05,2.00E-05,0,1.00E-05,0.99989,1.00E-05,1.00E-05,0,1.00E-05,0,2.00E-05,1.00E-05,1.00E-05,2.00E-05,2.00E-05,1.00E-05,1.00E-05,0.9999,1.00E-05,1.00E-05,0,0,1.00E-05,TN_BCP_154_MG,Quercus muehlenbergii Engelm.,Tennessee,Bledsoe Creek State Park ,36.376933,-86.351784,mue,pure,1.00E+00,pure
176,SYST-MOR-0006877,0.99989,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0,1.00E-05,0,0.9999,1.00E-05,2.00E-05,1.00E-05,2.10E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,2.00E-05,TN_BCP_155_MG,Quercus alba L.,Tennessee,Bledsoe Creek State Park ,36.377459,-86.35126,alb,pure,1.00E+00,pure
177,SYST-MOR-0006878,1.00E-05,2.00E-05,1.00E-05,1.00E-05,0.99989,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0,1.00E-05,0,1.00E-05,2.00E-05,1.00E-05,1.00E-05,0.99989,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0,0,1.00E-05,TN_BCP_156_MG,Quercus macrocarpa Michx.,Tennessee,Bledsoe Creek State Park ,36.377782,-86.351108,mac,pure,1.00E+00,pure
178,SYST-MOR-0006879,0.9999,1.00E-05,1.00E-05,1.00E-05,2.00E-05,1.00E-05,1.00E-05,0,0,1.00E-05,0,1.00E-05,0,0.9999,1.00E-05,1.00E-05,1.00E-05,2.00E-05,1.00E-05,1.00E-05,0,0,1.00E-05,0,0,1.00E-05,TN_BCP_157_MG,Quercus alba L.,Tennessee,Bledsoe Creek State Park ,36.377798,-86.35111,alb,pure,1.00E+00,pure
179,SYST-MOR-0006880,1.00E-05,1.00E-05,1.00E-05,1.00E-05,2.00E-05,1.00E-05,1.00E-05,0.99989,1.00E-05,1.00E-05,0,1.00E-05,0,1.00E-05,2.00E-05,1.00E-05,1.00E-05,2.00E-05,1.00E-05,1.00E-05,0.9999,1.00E-05,1.00E-05,1.00E-05,0,1.00E-05,TN_BCP_158_MG,Quercus muehlenbergii Engelm.,Tennessee,Bledsoe Creek State Park ,36.37774,-86.351055,mue,pure,1.00E+00,pure
180,SYST-MOR-0006881,0.9999,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0,1.00E-05,0,0.9999,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0,0,1.00E-05,TN_BCP_159_MG,Quercus alba L.,Tennessee,Bledsoe Creek State Park ,36.378009,-86.350874,alb,pure,1.00E+00,pure
181,SYST-MOR-0006882,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.99989,1.00E-05,1.00E-05,0,1.00E-05,0,2.00E-05,2.00E-05,2.00E-05,1.00E-05,1.00E-05,1.00E-05,1.20E-05,0.9999,1.00E-05,1.40E-05,1.00E-05,1.00E-05,2.00E-05,TN_BCP_160_MG,Quercus muehlenbergii Engelm.,Tennessee,Bledsoe Creek State Park ,36.378015,-86.3509,mue,pure,1.00E+00,pure
182,SYST-MOR-0006883,0.99989,1.00E-05,1.00E-05,1.00E-05,2.00E-05,1.00E-05,1.00E-05,0,0,1.00E-05,0,2.00E-05,1.00E-05,0.99989,1.00E-05,1.10E-05,1.00E-05,2.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,2.00E-05,TN_BCP_161_MG,Quercus alba L.,Tennessee,Bledsoe Creek State Park ,36.378266,-86.350747,alb,pure,1.00E+00,pure
183,SYST-MOR-0006884,0.999888,1.00E-05,1.00E-05,1.00E-05,2.00E-05,1.00E-05,1.00E-05,0,0,0,0,1.00E-05,0,0.99989,1.00E-05,1.20E-05,1.00E-05,2.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0,0,1.00E-05,TN_BCP_162_MG,Quercus alba L.,Tennessee,Bledsoe Creek State Park ,36.376907,-86.358224,alb,pure,1.00E+00,pure
184,SYST-MOR-0006885,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.99989,1.00E-05,0,0,1.00E-05,0,2.00E-05,1.00E-05,1.00E-05,1.00E-05,2.00E-05,1.60E-05,1.00E-05,0.99989,1.00E-05,1.00E-05,1.60E-05,1.00E-05,2.60E-05,TN_CLP_163_MG,Quercus muehlenbergii Engelm.,Tennessee,Cedars of Lebanon State Park ,36.07297,-86.3138,mue,pure,1.00E+00,pure
185,SYST-MOR-0006886,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0,0.99989,0,2.30E-05,2.00E-05,2.00E-05,2.00E-05,2.00E-05,1.00E-05,1.20E-05,2.00E-05,1.00E-05,1.00E-05,0.002673,0.99989,0.9999,TN_CLP_164_MG,Quercus stellata Wangenh.,Tennessee,Cedars of Lebanon State Park ,36.073057,-86.313585,ste,pure,1.00E+00,pure
186,SYST-MOR-0006887,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.99989,1.00E-05,1.00E-05,1.00E-05,2.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.99989,1.00E-05,1.00E-05,1.00E-05,1.00E-05,2.00E-05,TN_CLP_165_MG,Quercus muehlenbergii Engelm.,Tennessee,Cedars of Lebanon State Park ,36.074588,-86.314467,mue,pure,1.00E+00,pure
187,SYST-MOR-0006888,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0,0.99989,0,2.00E-05,2.00E-05,2.00E-05,2.00E-05,2.80E-05,1.40E-05,1.00E-05,2.00E-05,1.00E-05,1.00E-05,1.00E-05,0.99989,0.9999,TN_CLP_166_MG,Quercus stellata Wangenh.,Tennessee,Cedars of Lebanon State Park ,36.074626,-86.314306,ste,pure,1.00E+00,pure
188,SYST-MOR-0006889,0.999884,1.00E-05,1.00E-05,1.00E-05,1.10E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0,1.00E-05,0,0.9999,1.00E-05,1.00E-05,1.00E-05,2.00E-05,1.00E-05,1.00E-05,1.90E-05,1.60E-05,1.90E-05,0,0,1.00E-05,TN_CLP_167_MG,Quercus alba L.,Tennessee,Cedars of Lebanon State Park ,36.075606,-86.313964,alb,pure,1.00E+00,pure
189,SYST-MOR-0006890,1.00E-05,1.00E-05,2.00E-05,1.00E-05,0.99989,0,0,1.00E-05,1.00E-05,1.00E-05,1.00E-05,2.00E-05,1.00E-05,1.00E-05,1.00E-05,2.00E-05,1.00E-05,0.99989,0,0,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,2.00E-05,KY_LXC_168_MG,Quercus macrocarpa Michx.,Kentucky,Lexington Cemetery ,38.059359,-86.51346,mac,pure,1.00E+00,pure
190,SYST-MOR-0006891,0,1.00E-05,1.00E-05,1.00E-05,0.99989,0,1.00E-05,2.00E-05,1.00E-05,1.00E-05,1.00E-05,2.00E-05,1.00E-05,0,1.00E-05,1.00E-05,1.00E-05,0.99989,0,1.00E-05,2.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,2.00E-05,KY_LXC_169_MG,Quercus macrocarpa Michx.,Kentucky,Lexington Cemetery ,38.061765,-84.506476,mac,pure,1.00E+00,pure
191,SYST-MOR-0006892,1.00E-05,1.00E-05,2.00E-05,1.00E-05,0.99989,0,0,1.00E-05,1.00E-05,1.00E-05,1.00E-05,2.00E-05,1.00E-05,1.00E-05,1.00E-05,2.00E-05,1.00E-05,0.99989,0,0,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,2.00E-05,KY_LXC_170_MG,Quercus macrocarpa Michx.,Kentucky,Lexington Cemetery ,38.061055,-84.507112,mac,pure,1.00E+00,pure
192,SYST-MOR-0006893,1.00E-05,1.00E-05,2.00E-05,1.00E-05,0.99989,0,0,1.00E-05,1.00E-05,1.00E-05,1.00E-05,2.00E-05,1.00E-05,1.00E-05,1.00E-05,2.00E-05,1.00E-05,0.99989,0,0,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,2.00E-05,KY_LXC_171_MG,Quercus macrocarpa Michx.,Kentucky,Lexington Cemetery ,38.058274,-84.508551,mac,pure,1.00E+00,pure
193,SYST-MOR-0006894,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.9999,1.00E-05,1.00E-05,0,0,0,0,1.00E-05,0,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.9999,1.00E-05,1.00E-05,0,0,0,0,0,1.00E-05,KY_CSW_172_MG,Quercus macrocarpa Michx.,Kentucky,Castlewood State Park ,38.055834,-84.476246,mac,pure,1.00E+00,pure
194,SYST-MOR-0006895,1.00E-05,1.00E-05,1.00E-05,1.00E-05,2.00E-05,1.00E-05,1.00E-05,0.99989,1.00E-05,1.00E-05,0,1.00E-05,0,1.00E-05,2.00E-05,1.00E-05,1.00E-05,2.00E-05,1.00E-05,1.00E-05,0.999897,1.00E-05,1.00E-05,0,0,1.00E-05,KY_CSW_173_MG,Quercus muehlenbergii Engelm.,Kentucky,Castlewood State Park ,38.055772,-84.476893,mue,pure,1.00E+00,pure
196,SYST-MOR-0006897,1.00E-05,0,1.00E-05,0,0.999899,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,2.10E-05,1.10E-05,1.00E-05,0,1.00E-05,0,0.999899,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.10E-05,1.00E-05,2.10E-05,KY_BBF_175_MG,Quercus macrocarpa Michx.,Kentucky,Briarbrook Farm ,38.278214,-84.203992,mac,pure,1.00E+00,pure
197,SYST-MOR-0006898,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0,1.00E-05,0.99989,1.00E-05,1.00E-05,1.00E-05,2.00E-05,1.00E-05,2.00E-05,1.00E-05,1.00E-05,1.00E-05,2.00E-05,1.00E-05,1.00E-05,0.9999,1.10E-05,1.00E-05,1.00E-05,1.00E-05,2.00E-05,KY_BBF_176_MG,Quercus muehlenbergii Engelm.,Kentucky,Briarbrook Farm ,38.218246,-84.203368,mue,pure,1.00E+00,pure
198,SYST-MOR-0006899,2.00E-05,1.00E-05,1.00E-05,1.00E-05,0.9999,1.00E-05,1.00E-05,0,0,1.00E-05,0,1.00E-05,0,2.00E-05,1.00E-05,1.00E-05,1.00E-05,0.9999,1.00E-05,1.00E-05,0,0,1.00E-05,0,0,1.00E-05,KY_BBF_177_MG,Quercus macrocarpa Michx.,Kentucky,Briarbrook Farm ,38.278441,-84.203368,mac,pure,1.00E+00,pure
200,SYST-MOR-0006901,0,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0,1.00E-05,0.99989,1.00E-05,1.00E-05,0,1.00E-05,0,1.00E-05,1.00E-05,2.00E-05,1.00E-05,2.00E-05,1.00E-05,1.00E-05,0.9999,1.00E-05,1.00E-05,1.00E-05,1.00E-05,2.00E-05,KY_BBF_179_MG,Quercus muehlenbergii Engelm.,Kentucky,Briarbrook Farm ,38.27157,-84.207532,mue,pure,1.00E+00,pure
201,SYST-MOR-0006902,0,1.00E-05,1.00E-05,1.00E-05,2.00E-05,0,1.00E-05,0.99989,1.00E-05,1.00E-05,0,1.00E-05,0,1.00E-05,1.00E-05,1.00E-05,1.00E-05,2.30E-05,1.00E-05,1.00E-05,0.9999,1.00E-05,1.00E-05,1.00E-05,1.00E-05,2.00E-05,KY_BBF_180_MG,Quercus muehlenbergii Engelm.,Kentucky,Briarbrook Farm ,38.272507,-84.208583,mue,pure,1.00E+00,pure
202,SYST-MOR-0006903,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.999876,1.60E-05,1.00E-05,0,0,1.00E-05,1.80E-05,2.80E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.999876,1.60E-05,1.00E-05,0,0,1.00E-05,1.00E-05,1.80E-05,2.80E-05,KY_BBF_181_MG,Quercus macrocarpa Michx.,Kentucky,Briarbrook Farm ,38.272667,-84.209079,mac,pure,1.00E+00,pure
203,SYST-MOR-0006904,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.99989,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0,0,1.00E-05,0,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.99989,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0,0,0,1.00E-05,KY_BBF_182_MG,Quercus macrocarpa Michx.,Kentucky,Briarbrook Farm ,38.273397,-84.208158,mac,pure,1.00E+00,pure
205,SYST-MOR-0006906,1.00E-05,1.00E-05,2.00E-05,1.00E-05,0.99989,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0,1.00E-05,0,1.00E-05,1.00E-05,2.00E-05,1.00E-05,0.99989,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0,0,1.00E-05,KY_BBF_184_MG,Quercus macrocarpa Michx.,Kentucky,Briarbrook Farm ,38.274021,-84.209338,mac,pure,1.00E+00,pure
